overall interesting clarity materials tasks user_id lesson_name stream_name module_name course share45 var
3.0 4.0 4.0 4.0 4.0 15720162 "17.1 REST API FLASK + Сериализация" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 5.0 6958287 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.3333333333333333
4.0 4.0 5.0   17591213 "У меня получилось: видео-истории выпускников" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 0.5
4.0 4.0 5.0   17591213 "Добро пожаловать!" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 0.5
5.0 4.0 5.0 5.0 5.0 17656610 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 17663927 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.25
4.0 4.0 3.0 3.0 2.0 16538416 "Урок 8.  Переход из Excel в Google Sheets" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.25 0.6666666666666666
4.0 4.0 3.0 3.0 4.0 3219438 Потоки "Профессия Java-разработчик 7.0" "Работа с кодом. Продвинутый уровень" "Профессия Java разработчик" 0.5 0.3333333333333333
5.0 5.0 5.0  5.0 15676856 "Урок 13. Бизнес (SQL)" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 0.75 0.0
4.0 4.0 5.0 4.0 4.0 3279412 "Урок 1. Настройка на новый ритм" "Профессия Аналитик данных 29.0" "Soft Track" "Профессия Аналитик данных 4.0" 1.0 0.25
3.0 3.0 3.0 3.0 3.0 16582676 "Урок 7. Сборка калькулятора юнит-экономики" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.0 0.0
4.0 4.0 5.0 4.0 4.0 17591213 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 4.0 5.0 5.0 5.0 15063733 "Методы объектов. Трудоустройство в Skypro." "Профессия Java-разработчик 12.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 17591213 "Настраиваемся на учебу" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.25
4.0 4.0 3.0 3.0 3.0 16879434 "Уровни тестирования" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.25 0.25
4.0 4.0 4.0 4.0 4.0 16615435 Циклы "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 3.0 5.0 4.0 4.0 15217038 "Мобильные приложения и их разновидности" "Профессия инженер по тестированию 26.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 0.75 0.6666666666666666
4.0 4.0 5.0 5.0 5.0 3631918 "Занятие 3. Позитивные и негативные фокусы" "Профессия Веб-разработчик 7.0" "Soft track (надпрофессиональные навыки)" "Профессия Веб-разработчик" 1.0 0.25
3.0 2.0 2.0 3.0 3.0 13254441 "26.1 Докер" "Профессия Python-разработчик 3.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 0.0 0.3333333333333333
4.0 4.0 4.0 3.0 4.0 17603943 "Базовые принципы построения Landing Page" "Марафон от Skypro: Выбери свою IT-профессию" Дизайнер "Марафон от Skypro: Выбери свою IT-профессию" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 16820392 "Циклы. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
5.0 5.0 4.0 4.0 4.0 6099729 "Условное ветвление и основы функций" "Профессия Веб-разработчик 8.0" "2. Основы JavaScript" "Профессия Веб-разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 12750147 "2. Стиль обучения и график обучения" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 15720162 "17.2 REST API FLASK + Сериализация" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 3.0 3.0 3.0 17038993 "Уровни тестирования" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.25 0.25
5.0 5.0 5.0 4.0 4.0 17749859 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.3333333333333333
5.0 5.0 5.0 5.0 5.0 13404180 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16523122 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
5.0 5.0 5.0  4.0 17670703 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.75 0.33333333333333337
5.0 5.0 4.0 5.0 4.0 16798617 "Урок 4. Основы Юнит-экономики в Excel" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
2.0 3.0 2.0 3.0 3.0 11432257 "10.1 Git / Github / Flask" "Профессия Python-разработчик 13.0" "3. Основы веб-разработки" "Профессия Python разработчик" 0.0 0.25
5.0 5.0 5.0 5.0 5.0 4418931 "Уровни тестирования" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
4.0 4.0 3.0 3.0 3.0 16401882 "Техники комбинаторики" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.25 0.25
5.0 5.0 5.0 5.0 5.0 16523122 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
5.0 5.0 5.0 4.0 5.0 9579825 "Исследовательское тестирование" "Профессия инженер по тестированию 30.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 17224946 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 15946433 "Урок 14. DDL, DML, Индексирование" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 16472040 "Урок 2. Логика: логические операторы" "Профессия Аналитик данных 27.0" Логика "Профессия Аналитик данных 4.0" 1.0 0.0
4.0 3.0 5.0 4.0 4.0 11340297 "Мобильные приложения и их разновидности" "Профессия инженер по тестированию 26.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 0.75 0.6666666666666666
3.0 3.0 4.0 3.0 2.0 15356516 "Урок 9. Soft skill" "Профессия Аналитик данных 21.0" Python "Профессия Аналитик данных" 0.25 0.6666666666666666
4.0 4.0 3.0 2.0 4.0 16213853 "10.2 Git / Github / Flask" "Профессия Python-разработчик 13.0" "3. Основы веб-разработки" "Профессия Python разработчик" 0.5 0.9166666666666666
5.0 5.0 4.0 4.0 4.0 17714914 "Настраиваемся на учебу" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 16386840 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.25
4.0 4.0 5.0 4.0 5.0 16792026 Баг-репорты "Марафон от Skypro: Выбери свою IT-профессию" "Инженер по тестированию" "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.3333333333333333
3.0 3.0 3.0 3.0 3.0 15409260 "20.2 Автоматичеcкое тестирование приложений на Flask" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.0 0.0
5.0 5.0 5.0 4.0 4.0 17558653 "Настраиваемся на учебу" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 5050173 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.25
5.0 5.0 5.0 4.0 4.0 13258758 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.3333333333333333
4.0 4.0 4.0 4.0 4.0 16584709 "Урок 6. Визуализация данных и продвинутые инструменты дизайна" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
5.0 5.0 5.0  5.0 16771793 "Позиционирование Flexbox" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 0.75 0.0
3.0 3.0 3.0 3.0 4.0 16643647 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.25 0.25
5.0 5.0 5.0 5.0 5.0 14852477 "24.2 Типизация и дополнительные темы" "Профессия Python-разработчик 9.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 3.0 16365108 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.75 0.6666666666666666
4.0 4.0 5.0 4.0 4.0 17345293 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.25
4.0 5.0 4.0 5.0 5.0 3541020 "Объектно-ориентированное программирование (ООП) - Введение, Object" "Профессия Java-разработчик 11.0" "Java Core" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16617873 Циклы "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
3.0 4.0 2.0 2.0 2.0 15615213 "Урок 4. Функции и библиотеки" "Профессия Аналитик данных 22.0" Python "Профессия Аналитик данных" 0.25 1.0
4.0 5.0 4.0 4.0 4.0 16851142 "Урок 4. Основы Юнит-экономики в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 3631918 "Урок 4. Целеполагание и приоритеты" "Профессия Веб-разработчик 7.0" "Soft track (надпрофессиональные навыки)" "Профессия Веб-разработчик" 1.0 0.25
4.0 4.0 5.0   17569328 "Морально готовимся к учебе" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 0.5 0.5
3.0 4.0 3.0 2.0 3.0 16212429 "5.2 Библиотеки и функции" "Профессия Python-разработчик 15.0" "1. Введение в программирование" "Профессия Python разработчик" 0.25 0.6666666666666666
3.0 3.0 4.0 2.0 2.0 11748702 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.25 0.9166666666666666
4.0 4.0 4.0 4.0 4.0 15980272 "Урок 1. Базовые запросы в SQL" "Профессия Аналитик данных 24.0" SQL "Профессия Аналитик данных" 1.0 0.0
3.0 2.0 5.0 4.0 3.0 17534284 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 1.6666666666666667
5.0 5.0 5.0 5.0 5.0 17283136 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
4.0 4.0 5.0 4.0  17682824 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.75 0.33333333333333337
3.0 3.0 5.0 4.0 3.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 0.5 0.9166666666666666
5.0 4.0 5.0 5.0 4.0 15324891 "Урок 14. DDL, DML, Индексирование" "Профессия Аналитик данных 21.0" SQL "Профессия Аналитик данных" 1.0 0.3333333333333333
5.0 5.0 4.0 4.0 5.0 14831018 "Урок 3. Агрегация данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
5.0 5.0 4.0 4.0 4.0 16584028 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.25
5.0 4.0 3.0 5.0 5.0 17276600 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.9166666666666666
4.0 4.0 5.0 4.0 4.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
5.0 4.0 5.0 4.0  17682824 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.75 0.33333333333333337
3.0 3.0 3.0 3.0 3.0 16840972 "Основы CSS" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 0.0 0.0
4.0 4.0 5.0 4.0 4.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
4.0 4.0 4.0 5.0 4.0 14606864 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.25
4.0 4.0 3.0 4.0 4.0 16660724 "Массивы. Часть 2" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.75 0.25
4.0 4.0 5.0 4.0 4.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
4.0 4.0 3.0 3.0 4.0 13357725 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.5 0.3333333333333333
3.0 4.0 3.0 3.0 4.0 16794215 "Урок 3. Агрегация данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.5 0.3333333333333333
5.0 5.0 5.0 4.0 4.0 16199759 Тестирование "Профессия Digital Sprint Java-разработчик 1.0" "Работа со Spring Boot. Тестирование кода" "Профессия Java разработчик" 1.0 0.3333333333333333
4.0 4.0 4.0 2.0 3.0 14684875 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.5 0.9166666666666666
4.0 4.0 4.0 3.0 4.0 16239631 "Методы работы с массивами. Основы объектов" "Профессия Веб-разработчик 7.0" "2. Основы JavaScript" "Профессия Веб-разработчик" 0.75 0.25
4.0 3.0 3.0  4.0 16574211 "Позиционирование Flexbox" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 0.25 0.33333333333333337
5.0 5.0 5.0  3.0 16442752 "Тестирование документации" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.5 1.3333333333333335
4.0 4.0 4.0 4.0 4.0 16426590 "Тестирование документации" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16362717 "Объектно-ориентированное программирование (ООП) -Полиморфизм, generic" "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 15061781 "Работа с мобильными фермами и снифферинг траффика" "Профессия инженер по тестированию 25.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 1.0 0.0
4.0 4.0 3.0  4.0 14831455 "Рабочий проект в Postman" "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 0.5 0.33333333333333337
4.0 5.0 5.0 4.0 4.0 16346490 "Объектно-ориентированное программирование (ООП) -Полиморфизм, generic" "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 1.0 0.3333333333333333
2.0 3.0 2.0 2.0 4.0 16257390 "10.1 Git / Github / Flask" "Профессия Python-разработчик 13.0" "3. Основы веб-разработки" "Профессия Python разработчик" 0.25 0.9166666666666666
5.0 5.0 5.0 4.0 5.0 16400569 "Тестирование документации" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 5.0 3.0 4.0 16339893 "Собеседование 2 Excel" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 0.75 0.6666666666666666
4.0 4.0 4.0 4.0 5.0 168476 "Методы объектов.  Работа в Skypro" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 16728811 "Циклы. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 9221934 "Урок 11.Коммуникация в функциональных командах" "Профессия Аналитик данных 24.0" SQL "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 12322391 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 11746904 "Урок 5. Агрегатные функции в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 1.0 0.25
5.0 4.0 5.0 4.0 5.0 14306279 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.3333333333333333
5.0 5.0 4.0 3.0 5.0 17303586 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.75 0.9166666666666666
4.0 4.0 5.0 4.0 4.0 17485668 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
5.0 5.0 5.0 4.0 5.0 17726166 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.25
2.0 2.0 1.0 2.0 2.0 11502201 Циклы "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.0 0.25
5.0 4.0 5.0 4.0 4.0 17708167 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.25
5.0 5.0 5.0 4.0 4.0 16587798 "Урок 6. Визуализация данных и продвинутые инструменты дизайна" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
5.0 5.0 5.0 4.0 4.0 16627346 "Урок 7. Сборка калькулятора юнит-экономики" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
3.0 3.0 2.0 3.0 2.0 15622627 "17.1 REST API FLASK + Сериализация" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.0 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 16331501 "Добро пожаловать" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 17653075 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 16164294 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.0
5.0 5.0 5.0 4.0 4.0 5326994 "Урок 5. Работа с pandas Python" "Профессия Аналитик данных 22.0" Python "Профессия Аналитик данных" 1.0 0.3333333333333333
3.0 4.0 4.0 3.0 3.0 17349961 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 0.3333333333333333
4.0 4.0 4.0 4.0 4.0 14697739 "23.1 Функциональное программирование" "Профессия Python-разработчик 8.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 17653075 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.0
3.0 4.0 4.0 3.0 3.0 17349961 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 0.3333333333333333
4.0 3.0 3.0 3.0 3.0 17349961 "Новый ритм жизни – работа с календарем" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.0 0.0
3.0 3.0 3.0 3.0 3.0 17349961 "Настраиваемся на учебу" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.0 0.0
5.0 4.0 5.0 5.0 5.0 16480155 "Урок 1. Логика: необходимые и достаточные условия" "Профессия Аналитик данных 27.0" Логика "Профессия Аналитик данных 4.0" 1.0 0.25
3.0 3.0 3.0 3.0 3.0 17349961 "Добро пожаловать!" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.0 0.0
5.0 5.0 5.0 5.0 5.0 17650937 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16619288 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.25
2.0 3.0 2.0 1.0 2.0 14004179 SOAP "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 0.0 0.6666666666666666
4.0 3.0 5.0 4.0 4.0 16542470 "Практическое задание по Java Core. Экзаменационная часть" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.75 0.6666666666666666
3.0 2.0 2.0 1.0 4.0 16194984 Enum "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 0.25 1.5833333333333333
4.0 5.0 3.0 3.0 2.0 15364963 "19.2 Сессии, пользователи и контроль доступа" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.25 1.5833333333333333
5.0 5.0 5.0 4.0 5.0 6039789 "Урок 5. Агрегатные функции в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 1.0 0.25
5.0 4.0  5.0 5.0 12750147 "3. Позитивные и негативные фокусы" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.75 0.33333333333333337
4.0 5.0 5.0 4.0 3.0 17549993 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.9166666666666666
4.0 5.0 4.0 4.0 4.0 15118954 "19.1 Сессии, пользователи и контроль доступа" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 5811293 "Расстановка приоритетов" "Профессия инженер по тестированию 33.0 Профессия QA" Soft-трек "Профессия QA" 1.0 0.25
5.0 5.0 4.0 4.0 4.0 16792146 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 1427453 "Урок без имени" "Поток без имени" "Модуль без имени" "Power BI для анализа данных" 1.0 0.25
4.0 4.0 3.0 3.0 3.0 16391325 "Урок 7. Сборка калькулятора юнит-экономики" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.25 0.25
4.0 4.0 3.0 4.0 4.0 15586268 "Урок 3. Работа в циклах со списками и словарями" "Профессия Аналитик данных 22.0" Python "Профессия Аналитик данных" 0.75 0.25
3.0 3.0 2.0 4.0 3.0 16590398 "Уровни тестирования" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.25 0.6666666666666666
5.0 5.0 5.0 5.0 5.0 12750147 "4. Целеполагание и приоритеты" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.0
5.0 4.0 5.0 5.0 4.0 16507564 Библиотеки "Профессия Digital Sprint Java-разработчик 2.0" "Работа со Spring Boot. Тестирование кода" "Профессия Java разработчик" 1.0 0.3333333333333333
5.0 5.0 5.0 5.0 3.0 12912787 "Как составить резюме-шедевр и написать сопроводительное письмо к нему" "Career center WD 2.0" "Как составить резюме-шедевр и написать сопроводительное письмо к нему" "Карьерный центр" 0.75 1.0
5.0 4.0 5.0 4.0 4.0 6588206 "Анализ технического собеседования" "Профессия Java-разработчик 6.0" "Техническое собеседование (часть 1)" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 4532819 "Основы функционального тестирования веб-приложений" "Профессия инженер по тестированию 34.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
4.0 4.0 4.0 3.0 3.0 5317526 "Мобильные приложения и их разновидности" "Профессия инженер по тестированию 26.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 0.5 0.3333333333333333
4.0 4.0 3.0 4.0 4.0 14938186 "Урок 16. Объектно-ориентированное программирование" "Профессия Аналитик данных 18.0" Python "Профессия Аналитик данных" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
4.0 4.0 4.0 4.0 4.0 12932926 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.0
4.0 4.0 4.0 3.0 4.0 4177975 "Урок 2. Обработка данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
4.0 4.0 5.0 4.0 4.0 2459546 "Урок без имени" "Поток без имени" "Модуль без имени" "Power BI для анализа данных" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
5.0 5.0 3.0 4.0 4.0 17410783 "Условный оператор. Часть 1" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 0.75 0.6666666666666666
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
5.0 5.0 5.0 4.0 4.0 16664073 "Урок 6. Визуализация данных и продвинутые инструменты дизайна" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
5.0 5.0 5.0 5.0 5.0 17542957 "Урок без имени" "Поток без имени" "Модуль без имени" Обучатор 1.0 0.0
3.0 4.0 3.0 4.0 4.0 16760210 Методы "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.75 0.25
